supplier,supplier_label,supplier_name,spend,transactions
GB674504526,Hvb Flooring Services Ltd,Hvb Flooring Services Ltd,4590.0,1
GB770015070,GVAV Ltd,GVAV Ltd,4584.0,2
GB486991420,PRSM Services Ltd T/A FluClinic2You,PRSM Services Ltd T/A FluClinic2You,4575.0,1
GB604602674,Myerscough College,Myerscough College,4533.33,2
GB240877747,Thomas Telford Ltd,Thomas Telford Ltd,4518.0,1
165349,Levantes Dance Theatre Ltd,Levantes Dance Theatre Ltd,4500.0,2
153465,Barnsley Council (Trans Penn Trail),Barnsley Council (Trans Penn Trail),4500.0,1
GB401188530,Building Cost Information Serv Ltd,Building Cost Information Serv Ltd,4500.0,1
GB495905541,ETC CHAUFFEUR LTD T/A ETC CHAUFFEUR,ETC CHAUFFEUR LTD T/A ETC CHAUFFEUR,4500.0,11
GB329701107,IntraQuest Community CIC,IntraQuest Community CIC,4475.0,3
155162,Youth Focus North West Ltd,Youth Focus North West Ltd,4475.0,4
GB337500615,LoCTA Ltd,LoCTA Ltd,4473.0,2
4845,Philip James Singh T/A ANS Roofing,Philip James Singh T/A ANS Roofing,4450.0,4
161762,Woolton Physiotherapy Clinic Ltd,Woolton Physiotherapy Clinic Ltd,4449.6,3
GB325879423,The Music Cellar,The Music Cellar,4440.0,1
GB175390588,Impatient Productions Ltd,Impatient Productions Ltd,4425.4,1
GB974974551,Coram Academy Ltd T/A CoramBAAF,Coram Academy Ltd T/A CoramBAAF,4424.17,2
GB408007779,The Encore Group (Env & Pack) Ltd,The Encore Group (Env & Pack) Ltd,4418.1,5
GB600354295,Omniplex (Group) Ltd,Omniplex (Group) Ltd,4410.0,6
167568,The Whiteluck Group Ltd,The Whiteluck Group Ltd,4400.0,1
GB948814381,Association of Directors of Childre,Association of Directors of Childre,4363.0,3
GB241077628,JSM Group Services Ltd,JSM Group Services Ltd,4351.08,1
GB200683346,Mapchester Ltd,Mapchester Ltd,4350.0,2
GB830997496,Scanning Pens Ltd,Scanning Pens Ltd,4344.98,4
GB642712453,Killgerm Chemicals Ltd,Killgerm Chemicals Ltd,4342.21,54
GB945693968,North Lakes Children`s Services Ltd,Foster Care Associates Limited,4305.9,2
GB213057841,Sport Works (Manc and Cheshire) Ltd,Sport Works (Manc and Cheshire) Ltd,4289.19,1
GB182314185,Barnsley MBC,Barnsley MBC,4250.0,1
GB690808117,Child Poverty Action Group,Child Poverty Action Group,4248.93,43
GB324097412,Lambert Smith Hampton Ltd (Clients),Lambert Smith Hampton Ltd (Clients),4230.14,5
GB125510058,Metronet (UK) Ltd t/a M24Seven,M247 UK LIMITED,4224.54,5
GB827639788,Safelincs Ltd,Safelincs Ltd,4201.74,1
GB386321682,Air Giants T/A Air Giants Limited,Air Giants T/A Air Giants Limited,4200.0,2
168254,Rachel Down,Rachel Down,4200.0,1
166628,EADM Properties Ltd,EADM Properties Ltd,4193.21,2
GB706123570,The Environmental Protection Group,The Environmental Protection Group,4150.0,1
GB519286915,APSE Northern (HQ),APSE Northern (HQ),4139.0,5
GB891607304,Totally Local Company Ltd,Totally Local Company Ltd,4109.42,1
102973,GMB,GMB,4101.45,24
GB0971986853,Prepaid Financial Services Ltd,Prepaid Financial Services Ltd,4085.95,62
GB429429277,Learn Play Nexus Ire Ltd,Learn Play Nexus Ire Ltd,4073.0,27
GB220173655,Black Cat Building Consultancy Ltd,Black Cat Building Consultancy Ltd,4060.0,1
GB583565114,Posturite Ltd,Posturite Ltd,4059.98,54
GB808656895,MCR Music Ltd,MCR Music Ltd,4055.0,8
GB106761229,ITonlinelearning Ltd,ITonlinelearning Ltd,4050.0,1
GB149151958,Manchester City Council,The Birches School,4015.67,1
GB424417808,IG Legal Costs T/A IG Legal (Civil),IG Legal Costs T/A IG Legal (Civil),4000.0,1
GB371422418,Place Informatics Ltd,Place Informatics Ltd,4000.0,1
GB390021727,Parkrun Limited,Parkrun Limited,4000.0,1
GB945106139,HB Editorial Services Ltd,HB Editorial Services Ltd,3995.0,1
GB849743085,Land Survey Solutions Ltd,Land Survey Solutions Ltd,3995.0,4
GB506048176,London Calling Arts Ltd,London Calling Arts Ltd,3984.5,6
GB237817288,Frontline Security 24/7 Ltd,Frontline Security 24/7 Ltd,3964.6499999999996,4
166381,Warrington Speak Up,Warrington Speak Up,3962.4500000000003,5
GB743724037,Attenti Ltd,Attenti Ltd,3960.0,2
GB781268900,Zengenti Ltd,Zengenti Ltd,3957.01,1
GB313339624,Action First Assessments Ltd,Action First Assessments Ltd,3950.0,6
GB370124684,AC Entertainment Technologies Ltd,AC Entertainment Technologies Ltd,3934.44,27
GB305366518,Layer Surveys Ltd,Layer Surveys Ltd,3930.0,1
GB481971948,Charanga Ltd,Charanga Ltd,3910.0,3
GB164460021,Herts for Learning Ltd,Herts for Learning Ltd,3900.0,2
167754,Rank Events,Rank Events,3895.9700000000003,38
GB474042991,Divrse Services Ltd,Divrse Services Ltd,3893.44,5
GB927316323,Chartered Institute of Environ Heal,Chartered Institute of Environ Heal,3884.0,3
GB600337686,British Parking Association,British Parking Association,3844.17,19
GB254104047,Lee Noble T/A RLN Music Ltd,Lee Noble T/A RLN Music Ltd,3842.44,1
GB325780102,The Proud Trust Ltd,The Proud Trust Ltd,3828.33,3
GB872168212,121 Direct Mail Limited,121 Direct Mail Limited,3810.0,4
GB100307291,SECUREmedia Ltd,SECUREmedia Ltd,3809.2,4
GB816534136,Speed Couriers (Northern) Ltd,Speed Couriers (Northern) Ltd,3793.18,76
GB656049522,Solon Security Limited,Solon Security Limited,3779.72,4
GB137346509,P2G LLP,P2G LLP,3764.22,3
107406,The Information Commissioner,The Information Commissioner,3763.0,1
167936,St Annâs R C Primary School,St Annâs R C Primary School,3750.0,4
GB443293104,Learn With SAT,Learn With SAT,3745.0,7
GB779242884,RH Environmental Ltd,RH Environmental Ltd,3742.0,1
GB448432146,Cura Terrae Air Limited T/A Cura Te,Cura Terrae Air Limited T/A Cura Te,3722.0,2
GB135566307,LAVAT Consulting Ltd T/A PSTAX,LAVAT Consulting Ltd T/A PSTAX,3700.0,1
166474,Mind Together,Mind Together,3700.0,8
GB698826948,EDA (CW) LTD,EDA (CW) LTD,3670.0,1
GB225890156,Hartnoll Limited,Hartnoll Limited,3669.9500000000003,14
GB242247624,K3 Works LTD,K3 Works LTD,3664.0,2
GB794588655,ZZZ Limited,ZZZ Limited,3663.64,1
GB260370724,Avern Cleaning Supplies Internet Lt,Avern Cleaning Supplies Internet Lt,3660.0,1
GB780336723,Lorensbergs Limted,Lorensbergs Limted,3652.11,1
GB437880419,Soft Adventure Play,Soft Adventure Play,3650.0,3
168333,St Joseph's Catholic Primary School,St Joseph's Catholic Primary School,3638.0,1
165786,Choices Homecare (Merseyside) Ltd,Choices Homecare (Merseyside) Ltd,3637.9700000000003,97
129042,Hulme Hall Educational Trust,Hulme Hall Educational Trust,3636.66,12
GB183915776,Burnage Academy for Boys,Burnage Academy for Boys,3636.66,2
GB158556040,Stockport MBC (Accts Receiveable),Stockport School,3636.0,2
GB149193544,Tameside MBC,Tameside MB-GMPF,3635.0,1
GB467961538,Peter Frosdick T/A J S Arts Ltd,Peter Frosdick T/A J S Arts Ltd,3631.01,1
GB144024745,Ricardo-AEA Ltd,Ricardo-AEA Ltd,3620.0,1
GB618471236,Catch 22 Charity Limited,Catch 22 Charity Limited,3595.0,1
167739,Hikapee Ltd,Hikapee Ltd,3584.27,4
GB289289531,Yesplan UK Limited,Yesplan UK Limited,3564.31,14
GB193604455,CLEAPSS,CLEAPSS,3542.63,3
GB693603810,Cheshire Fish Ltd,Cheshire Fish Ltd,3530.7799999999997,23
GB484606664,CAE Ventilation Svs (North) Ltd,CAE Ventilation Svs (North) Ltd,3520.0,4
GB997302485,Freeths LLP,Freeths LLP,3500.0,1
GB210858228,OPS ENVIRONMENTAL SERVICES LTD,OPS ENVIRONMENTAL SERVICES LTD,3500.0,2
GB382416592,Brightteach T/A Brightteach Ltd,Brightteach T/A Brightteach Ltd,3477.5,5
GB559097889,E.ON UK Plc,E.ON UK Plc,3470.18,49
168387,Contento Social Homes,Contento Social Homes,3467.27,4
GB978395252,2Buy2.com Ltd,2Buy2.com Ltd,3453.63,23
GB222469026,Thornley Groves Ltd,Thornley Groves Ltd,3446.15,1
GB761756409,Active,Active,3430.0,3
GB909981477,Arc4 Ltd,Arc4 Ltd,3424.0,1
GB320684713,Phil McIntyre Live Ltd,Phil McIntyre Live Ltd,3417.93,2
GB977736161,Jaydee Living Ltd,Jaydee Living Ltd,3414.1800000000003,2
163087,CM Community Care Services Ltd,CM Community Care Services Ltd,3400.0,6
GB374254195,Sandy Brown Ltd,Sandy Brown Ltd,3400.0,3
GB149191256,The Willows Primary School,The Willows Primary School,3391.0,3
163800,Trees Park (Kenyon) Ltd,Trees Park (Kenyon) Ltd,3372.08,4
153245,Tiny Tortoise,Tiny Tortoise,3365.8,9
GB985519861,Jason Scott Crofts services limited,Jason Scott Crofts services limited,3355.0,1
GB148425851,Mcr and Dist Home For Lost Dogs Ltd,Mcr and Dist Home For Lost Dogs Ltd,3350.0,14
GB243823957,PriceWaterhouseCoopers LLP,PriceWaterhouseCoopers LLP,3350.0,2
GB170268318,CY4OR Legal Limited,CY4OR Legal Limited,3340.34,1
GB245719348,EE Ltd (Airtime),EE Limited (EEMP Messaging Charges),3335.79,19
GB638936589,Intec for Business Ltd,Intec for Business Ltd,3335.13,1
167504,Andrew Cribbin T/A Cribbin Review,Andrew Cribbin T/A Cribbin Review,3300.0,1
GB693640117,ADC entrance Solutions,ADC entrance Solutions,3299.0,1
GB422950016,Velox Healthcare Limited,Velox Healthcare Limited,3297.3199999999997,15
GB466477701,Compass Group UK & I,Compass Group UK & I,3295.0,1
168438,Dream Big Independent Living Ltd,Dream Big Independent Living Ltd,3278.38,1
166323,Greenmount Assess and Training Ltd,Greenmount Assess and Training Ltd,3260.0,7
GB381824384,Specsavers Optical Superstores Ltd,Specsavers Optical Superstores Ltd,3260.0,2
GB570694713,Bruntwood Management Services Ltd,Bruntwood Management Services Ltd,3251.44,1
168148,AJ and friends C.I.C.,AJ and friends C.I.C.,3250.0,1
GB524318171,Royal Town Planning Institute,Royal Town Planning Institute,3238.26,9
GB874035325,Mccosker Ltd,Mccosker Ltd,3236.0,4
GB319837918,Paddock Johnson Partnership Ltd,Paddock Johnson Partnership Ltd,3225.0,1
167053,HMG Consulting Ltd,HMG Consulting Ltd,3220.0,1
165476,Aspire Family Assessment Services L,Aspire Family Assessment Services L,3214.5699999999997,5
148626,Artful Playground,Artful Playground,3200.0,2
GB823809815,DLA Piper UK LLP,DLA Piper UK LLP,3170.87,1
GB558440133,4imprint Direct Ltd,4imprint Direct Ltd,3165.4300000000003,6
GB737057230,Frederick Hyde Ltd,Frederick Hyde Ltd,3160.0,1
GB829806102,ParentAssess Limited,ParentAssess Limited,3131.0,2
167793,Vivid Care Services Ltd,Vivid Care Services Ltd,3124.32,4
GB608372637,HumanWare Europe Ltd,HumanWare Europe Ltd,3115.0,2
GB260994673,Garmentec Group Ltd,Garmentec Group Ltd,3113.75,23
GB603350191,Trafford Signs Ltd,Trafford Signs Ltd,3108.1,11
GB315355616,Smirthwaite Ltd,Smirthwaite Ltd,3103.0,8
102029,HMCS,HMCS,3100.0,12
167359,Omar Awad T/A TheDesign&PrintCo,Omar Awad T/A TheDesign&PrintCo,3100.0,3
165158,Conn Artists Theatre Company Ltd,Conn Artists Theatre Company Ltd,3098.43,1
GB931994295,OSC Ltd,OSC Ltd,3096.67,5
159722,Minimix Childcare Limited,Minimix Childcare Limited,3082.2,8
GB205952022,JMG Music Ltd,JMG Music Ltd,3070.9,1
GB693021446,Crown Flooring Ltd,Crown Flooring Ltd,3069.41,1
GB887133593,Experian Limited,Experian Limited,3066.75,1
GB542951438,PHS Group plc,PHS Group plc,3061.46,9
GB833522836,Crookes Walker Consulting Limited,Crookes Walker Consulting Limited,3060.0,2
GB265116416,dbnAudile Ltd,dbnAudile Ltd,3029.66,1
GB195942614,ADASS,ADASS,3019.0,1
132385,Partington Central Surgery,Partington Central Surgery,3013.72,9
139812,R Pepperdine & Sons Ltd,R Pepperdine & Sons Ltd,3006.98,3
146558,HMCS - GTR M/CR A/CS & ENFORCEMENT,HMCS - GTR M/CR A/CS & ENFORCEMENT,3005.4100000000003,8
GB199433756,Redbox Surveys Ltd,Redbox Surveys Ltd,3000.0,3
GB469205671,The Care Leaders Online LTD,The Care Leaders Online LTD,3000.0,1
GB404225344,Redline Planning Services Ltd,Redline Planning Services Ltd,3000.0,1
GB831579317,Imperative Training Ltd,Imperative Training Ltd,2980.0,2
167573,Jane Robinson Consulting,Jane Robinson Consulting,2951.7,2
GB278537121,PEARSON EDUCATION LTD,PEARSON EDUCATION LTD,2940.8,11
168155,The Family Tree Centre CIC Ltd,The Family Tree Centre CIC Ltd,2940.0,5
GB298657779,Eric Charlesworth Ltd,Eric Charlesworth Ltd,2912.1,10
GB383193144,Carpet Inn,Carpet Inn,2910.0,5
GB362532214,Grosvenor Asbestos Solutions Ltd.,Grosvenor Asbestos Solutions Ltd.,2905.0,7
GB667830108,Newsquest Media Group Ltd,Newsquest Media Group Ltd,2903.32,4
166930,UC-MindSolutions Ltd,UC-MindSolutions Ltd,2900.0,3
GB687834179,Surfacing Standards Ltd,Surfacing Standards Ltd,2900.0,1
167027,HC Assessment LTD,HC Assessment LTD,2880.0,6
GB752930916,Personal Care Consultants Ltd,Personal Care Consultants Ltd,2845.48,5
141070,Africans Unite Against Child Abuse,Africans Unite Against Child Abuse,2844.39,2
162034,Highfield Manor Care Home Ltd,Highfield Manor Care Home Ltd,2844.0,1
GB125450733,Pitney Bowes Finance Ltd,Pitney Bowes Finance Ltd,2832.56,6
168193,Olsen Radiology Ltd,Olsen Radiology Ltd,2822.25,5
GB234615029,10architect Ltd,10architect Ltd,2808.0,1
GB730859520,RELX (UK) Ltd,RELX (UK) Ltd,2803.55,4
GB335032242,Friday Club Developments Ltd,Friday Club Developments Ltd,2791.0,1
GB829284791,Zagota Creations Limited,Zagota Creations Limited,2788.0,3
GB318342219,Local Government Association,Local Government Association,2787.52,10
GB948965059,Osprey Healthcare Ltd,Osprey Healthcare Ltd,2775.84,12
GB437877010,Barrowmix Ltd,Barrowmix Ltd,2773.0,4
166860,Access 27 Ltd,Access 27 Ltd,2772.0,3
GB548248028,Granart Ltd,Granart Ltd,2770.0,12
159191,Eden Boys Leadership Academy,Eden Boys Leadership Academy,2765.66,3
GB104083066,Inventry Limited,Inventry Limited,2760.0,2
167074,Wordsmith Awards T/A Young Identity,Wordsmith Awards T/A Young Identity,2756.0,4
166955,Longway Avenues (LA) Care LTD,Longway Avenues (LA) Care LTD,2754.67,8
GB816539513,FGH Security Ltd,FGH Security Ltd,2749.27,7
145504,Button Lane Primary School,Button Lane Primary School,2727.33,2
GB466477701,Compass Group UK & I,Compass Contract Services (UK) Ltd,2722.0,2
GB935227914,Grassroots Recruitment Ltd,Grassroots Recruitment Ltd,2700.0,1
101768,Altrincham Methodist Church,Altrincham Methodist Church,2700.0,4
167916,UBI Lease Management Ltd,UBI Lease Management Ltd,2700.0,2
GB745963883,Volkswagen Fin Svcs (UK) Ltd,Volkswagen Fin Svcs (UK) Ltd,2695.88,12
167637,Willkates Ltd,Willkates Ltd,2692.0,1
GB419740736,Gullivers World Ltd,Gullivers World Ltd,2687.5,2
166941,Dr Katie Pierce,Dr Katie Pierce,2680.0,1
GB524446748,Marten Walsh Cherer Ltd,Marten Walsh Cherer Ltd,2676.45,10
GB992424301,Great Green Systems Ltd,Great Green Systems Ltd,2673.7,9
GB278441924,Hollowood Chemist Ltd (Sale),Hollowood Chemist Ltd (Sale),2660.38,54
GB129082319,Environmental Combustion Technologi,Environmental Combustion Technologi,2655.78,3
168116,Association La CanopÃ©e,Association La CanopÃ©e,2653.22,1
GB654430839,Blackpool Teaching Hospitals NHS FT,Blackpool Teaching Hospitals NHS FT,2652.71,4
GB927156121,Mi Hub Limited,Mi Hub Limited,2645.31,60
GB177552968,Break Away MCR Ltd,Break Away MCR Ltd,2644.0,8
106414,Shay Lane Medical Centre (Kelman),Shay Lane Medical Centre (Kelman),2630.0,17
GB638904412,The Care Team Ltd,The Care Team Ltd,2624.25,14
GB824442344,Carpet Corner (Atherton) Ltd,Carpet Corner (Atherton) Ltd,2620.85,1
GB654915415,Chelsea & Westminster NHS FT,Chelsea & Westminster NHS FT,2600.27,6
GB441078217,Wolverine Property Services Ltd,Wolverine Property Services Ltd,2600.0,2
GB478402963,Morgan Properties (UK) Ltd,Morgan Properties (UK) Ltd,2600.0,1
163509,Snow-Camp,Snow-Camp,2591.0,3
GB719008837,Kaplan Financial LTD,Kaplan Financial LTD,2584.99,4
167204,W4U SOLUTIONS LTD,W4U SOLUTIONS LTD,2559.62,15
GB377254373,Moving Onwards Limited,Moving Onwards Limited,2550.0,2
GB661865215,NLA Media Access Limited,NLA Media Access Limited,2502.0,1
GB439239374,Kingsdene Limited,Kingsdene Limited,2500.0,1
GB224491418,Ben Du Feu (Cornerstone Barristers),Ben Du Feu (Cornerstone Barristers),2500.0,1
GB437542192,Favsco 23 Ltd T/A Reeds Rains,Favsco 23 Ltd T/A Reeds Rains,2500.0,1
166546,Tiny & Tall Productions,Tiny & Tall Productions,2500.0,1
GB748381502,Fast Entry Locksmiths Limited,Fast Entry Locksmiths Limited,2467.5,25
168102,Abihealth Solutions Limited,Abihealth Solutions Limited,2456.2400000000002,4
161507,Imperial Treasury Services Ltd,Imperial Treasury Services Ltd,2452.05,1
168257,Care Worldwide Oldham Ltd,Care Worldwide Oldham Ltd,2451.4300000000003,2
168906,Uk Align Clinics Ltd,Uk Align Clinics Ltd,2450.0,1
167367,Premier Guarantee,Premier Guarantee,2450.0,2
GB491042169,Preservation Equipment Ltd,Preservation Equipment Ltd,2443.25,4
GB133022176,AAL LTD,AAL LTD,2437.0,1
GB146295159,Bestway Panacea Healthcare Ltd T/A,Bestway Panacea Healthcare Ltd T/A,2426.2,110
163472,BreathChamps CIC,BreathChamps CIC,2424.0,2
GB811541759,GL Education Group Ltd,Renaissance Learning UK Ltd,2422.35,2
GB216987765,Whitby's Memorials T/A Gaulters Mem,Whitby's Memorials T/A Gaulters Mem,2421.0,10
GB226484107,A1 Selection Property Services Ltd,A1 Selection Property Services Ltd,2420.0,3
168299,St Maxentius CE Primary School,St Maxentius CE Primary School,2418.0,3
167537,Merry Maids T/A Tailored Carpets,Merry Maids T/A Tailored Carpets,2414.0,5
GB906945695,C & T Pharmacy,C & T Pharmacy,2413.95,59
167921,Little Acorns Day Care Ltd,Little Acorns Day Care Ltd,2407.5,2
168753,Eddie Scoggins Safety Ltd,Eddie Scoggins Safety Ltd,2405.0,1
168777,GKG Properties Limited,GKG Properties Limited,2400.0,1
168652,Inspire Social Care Limited,Inspire Social Care Limited,2400.0,2
GB234781063,Central YMCA,Central YMCA,2400.0,3
GB936791578,Squad Ltd,Squad Ltd,2400.0,1
158792,The Owl Centre Ltd,The Owl Centre Ltd,2400.0,8
GB610415590,ICCM,ICCM,2395.0,7
GB991151809,Rijo42 Ingredients Ltd,Rijo42 Ingredients Ltd,2392.27,25
GB419087538,David Horn Communications Ltd,David Horn Communications Ltd,2388.0,1
GB981566286,Sale Blinds Ltd,Sale Blinds Ltd,2379.18,13
164493,Mental Health Associates Ltd,Mental Health Associates Ltd,2367.7,5
GB174837922,Southerns Solicitors Ltd,Southerns Solicitors Ltd,2355.09,3
168901,Glenhome Property Limited,Glenhome Property Limited,2350.0,2
GB500248105,Lambert Smith Hampton Grp Ltd(Fees),Lambert Smith Hampton Grp Ltd(Fees),2350.0,1
GB410179628,Libraries Connected,Libraries Connected,2349.85,3
166786,Linden Dance Company,Linden Dance Company,2345.55,3
GB891876954,Pressure Care Systems Ltd,Pressure Care Systems Ltd,2341.3,14
GB345498956,National Production Company Ltd,National Production Company Ltd,2337.95,1
GB693705407,Corner House Design & Print Ltd,Corner House Design & Print Ltd,2334.0,1
GB581705924,Selecta UK Ltd,Selecta UK Ltd,2310.4700000000003,10
GB500248105,Lambert Smith Hampton Grp Ltd(Fees),Gascoigne Halman Ltd,2308.0,1
GB174117714,Mark Thompson Productions Ltd,Mark Thompson Productions Ltd,2296.36,1
GB734018555,Housing Systems Ltd,Housing Systems Ltd,2275.0,3
GB773961880,L&Q T/A London & Quadrant Housing T,Limelight (L and Q),2274.34,19
GB453807188,Streetcars Ground Transportation,Streetcars Ground Transportation,2243.1,17
168489,Kamen Shoylev Law Firm,Kamen Shoylev Law Firm,2240.0,1
164159,Whistling Beetle Eco Consult Ltd,Whistling Beetle Eco Consult Ltd,2216.0,2
GB456451972,Fidelis Healthcare Ltd,Fidelis Healthcare Ltd,2215.5,5
GB989700858,The Training Co,The Training Co,2185.0,6
GB452183504,The Production Garden Limited,The Production Garden Limited,2182.7,1
GB732833044,Top Table Wedding & Events Ltd,Top Table Wedding & Events Ltd,2175.0,5
167767,Julia Greig T/A Octavia Consulting,Julia Greig T/A Octavia Consulting,2160.0,1
GB462261114,East Anglia Medical Care LTD,East Anglia Medical Care LTD,2140.0,1
GB683501338,Insight Lettings LTD,Insight Lettings LTD,2115.16,1
GB618806425,Mary Davey Chemist Ltd (Partington),Mary Davey Chemist Ltd (Partington),2104.47,91
GB743954701,The Fire Protection Association,The Fire Protection Association,2100.0,6
GB472878737,The Early Years Company T/A TEYC Lt,The Early Years Company T/A TEYC Lt,2100.0,1
160340,The Movez Movement Ltd,The Movez Movement Ltd,2080.0,1
GB233777195,Clibran Will Trust - Meller Speakma,Clibran Will Trust - Meller Speakma,2079.0,3
GB286537854,Convergence (Group Networks) Ltd,Convergence (Group Networks) Ltd,2060.76,1
GB727102071,Skills & Work Solutions (GC Employm,The Growth Company Ltd,2055.0,30
GB616265054,Jordan Fishwick LLP,Jordan Fishwick LLP,2046.15,1
GB440729162,Planglow Ltd,Planglow Ltd,2038.24,15
GB231633590,The Fostering Network,The Fostering Network,2038.16,3
GB455807078,Megacity Properties Ltd T/A Letting,Megacity Properties Ltd T/A Letting,2037.0,1
166864,Amy May T/A Amy's Babies,Amy May T/A Amy's Babies,2026.52,5
GB560627739,Digital ID Ltd,Digital ID Ltd,2023.33,20
GB787452385,Regenda Limited T/A Regenda Homes,Regenda Limited T/A Regenda Homes,2021.31,1
153287,Lip Service Ltd,Lip Service Ltd,2011.51,1
GB913123271,Jack Anderson C/O 39 Essex Chambers,Jack Anderson C/O 39 Essex Chambers,2000.0,1
GB447969234,CAYP Psychology Ltd,CAYP Psychology Ltd,2000.0,1
GB254629684,Salford Community Leisure Ltd,Salford Community Leisure Ltd,2000.0,1
GB500248105,Lambert Smith Hampton Grp Ltd(Fees),Countrywide Estate Agent (Denton) L,2000.0,1
159450,Croftwood Care UK Ltd,Croftwood Care UK Ltd,2000.0,3
159063,Our Kids Social Ltd,Our Kids Social Ltd,2000.0,2
GB787430791,ESRI (UK) Limited T/A Esri UK,ESRI (UK) Limited T/A Esri UK,2000.0,6
GB187840074,Commsec Ltd,Commsec Ltd,1995.5,8
GB219744096,Proquest LLC,Proquest LLC,1973.8,1
162592,Fiona King T/A FK Engraving,Fiona King T/A FK Engraving,1970.0,43
GB707992596,Premier Estates LTD,Premier Estates LTD,1969.13,9
GB757277100,Twofold Limited,Twofold Limited,1967.81,4
136936,Dr Patel Shay Lane Medical Centre,Dr Patel Shay Lane Medical Centre,1960.0,4
GB426391590,Curious Arts,Curious Arts,1950.0,2
GB179153287,Maple Tree Entertainment Ltd,Maple Tree Entertainment Ltd,1946.77,1
GB795154791,Social Landlords Crime & Nuisance,Social Landlords Crime & Nuisance,1943.0,1
GB325156812,Global Grooves,Global Grooves,1935.0,1
111467,Langdale Carpets Ltd,Langdale Carpets Ltd,1925.0,6
GB322725325,MiddlePeak Engineering Ltd,MiddlePeak Engineering Ltd,1911.0,2
GB734001580,Azesta Ltd,Azesta Ltd,1900.0,1
GB479392044,St Bede's Foundation,St Bede's Foundation,1894.66,2
GB149151958,Manchester City Council,Manley Park Primary School,1894.66,2
GB500248105,Lambert Smith Hampton Grp Ltd(Fees),Countrywide Estate Agents (Altrinch,1875.0,1
GB764566103,Jordan Fishwick West Limited,Jordan Fishwick West Limited,1875.0,1
GB883846961,Wider Plan Ltd T/A KiddiVouchers,Wider Plan Ltd T/A KiddiVouchers,1870.94,11
168496,H2 Homes,H2 Homes,1857.0,2
129042,Hulme Hall Educational Trust,Hulme Hall Grammar School,1853.33,1
GB754528512,RLSS UK Enterprises Ltd,RLSS UK Enterprises Ltd,1839.5,2
GB226618701,Argyle International T/A Greengauge,Argyle International T/A Greengauge,1830.0,1
GB654440681,Leeds Community Healthcare NHS Trus,Leeds Community Healthcare NHS Trus,1830.0,9
GB293902284,Scopus Asbestos Compliance,Scopus Asbestos Compliance,1825.0,6
GB937937568,Andy Gale T/A Andy Gale Housing Con,Andy Gale T/A Andy Gale Housing Con,1822.0,1
GB131734927,Nigra Leisure Ltd,Nigra Leisure Ltd,1821.25,14
132861,Chorlton Park Primary School,Chorlton Park Primary School,1818.34,1
GB625768411,Parker Harris Partenership,Parker Harris Partenership,1800.0,2
GB900476840,Sam Keeling-Roberts,Sam Keeling-Roberts,1800.0,1
GB393148870,IC Planning Ltd,IC Planning Ltd,1800.0,1
168306,Lexus Property Ltd,Lexus Property Ltd,1800.0,1
163535,Mowden Schools Academy Trust,Mowden Schools Academy Trust,1799.21,3
GB152177716,3B Training ltd,3B Training ltd,1797.0,3
GB244477687,Public Service Transformation Acad,Public Service Transformation Acad,1790.0,2
GB732909719,Philip James Partnership,Philip James Partnership,1775.0,2
GB390381939,Cobolt Systems Ltd,Cobolt Systems Ltd,1774.25,6
156771,Natl Assoc of Virt Sch Heads,Natl Assoc of Virt Sch Heads,1756.5,8
167630,Anna Whalen T/A Anna Whalen Consult,Anna Whalen T/A Anna Whalen Consult,1750.0,1
GB411348137,Rossendale Sch - Aspris Child Svcs,Aspris Childrens Svcs Ltd Oliver Hs,1739.76,1
GB626604544,Institute Of Revenues Rating & Valu,Institute Of Revenues Rating & Valu,1738.5,12
166469,Davyhulme Management Company Ltd,Davyhulme Management Company Ltd,1729.88,2
GB158069248,T Haynes Chorley & Co,T Haynes Chorley & Co,1725.0,2
113867,MCC COLLECTION FUND,MCC COLLECTION FUND,1724.04,8
GB500248105,Lambert Smith Hampton Grp Ltd(Fees),Countrywide T/A Bridgfords,1723.0,1
GB945092022,Patrol,Cheshire East Borough Council,1716.0,3
150480,Riddings Family Health Centre,Riddings Family Health Centre,1700.0,10
GB634556136,John Packer Ltd,John Packer Ltd,1690.0,4
168165,South Manchester Care Ltd,South Manchester Care Ltd,1680.23,37
168782,Dementia Disco CIO,Dementia Disco CIO,1680.0,1
167476,Joel White T/A BMS Wellbeing Servic,Joel White T/A BMS Wellbeing Servic,1680.0,1
151735,Manchester Action on Street Health,Manchester Action on Street Health,1672.5,3
GB486742111,Bright Ideas Business Gifts Ltd,Bright Ideas Business Gifts Ltd,1671.0,12
GB294073390,CPGM Healthcare Limited,CPGM Healthcare Limited,1666.67,1
GB354649920,Prestwich Cycle Factors Ltd,Prestwich Cycle Factors Ltd,1666.66,1
168780,The Granary Family Contact Centre,The Granary Family Contact Centre,1665.0,5
123735,St Peters Hale Assembly Rooms,St Peters Hale Assembly Rooms,1664.0,2
GB170979275,Robin Hood Beds Ltd,Robin Hood Beds Ltd,1658.83,11
GB425875763,Visionary Network Ltd,Visionary Network Ltd,1650.0,1
GB382474630,Arjo UK Ltd,Arjo UK Ltd,1638.32,8
GB301823444,Boxphish Ltd,Boxphish Ltd,1632.0,1
167734,Monkey Puzzle Day Nursery,Monkey Puzzle Day Nursery,1630.98,1
